Unnamed: 0,Year,State,Length,Value,Type_1,Type_2,Expense_1,Expense_2
0,2013.0,Alabama,4.0,13983.0,Private,,Fees,Tuition
1,2013.0,Alabama,4.0,8503.0,Private,,Room,Board
2,2013.0,Alabama,2.0,4048.0,Public,In-State,Fees,Tuition
3,2013.0,Alabama,4.0,8073.0,Public,In-State,Fees,Tuition
4,2013.0,Alabama,4.0,8473.0,Public,In-State,Room,Board
5,2013.0,Alabama,2.0,7736.0,Public,Out-of-State,Fees,Tuition
6,2013.0,Alabama,4.0,20380.0,Public,Out-of-State,Fees,Tuition
7,2013.0,Alabama,4.0,12593.557971014492,Public,Out-of-State,Room,Board
8,2013.0,Alaska,4.0,21496.0,Private,,Fees,Tuition
9,2013.0,Alaska,4.0,8923.0,Private,,Room,Board
10,2013.0,Alaska,2.0,3972.0,Public,In-State,Fees,Tuition
11,2013.0,Alaska,4.0,6317.0,Public,In-State,Fees,Tuition
13,2013.0,Alaska,2.0,4150.0,Public,Out-of-State,Fees,Tuition
14,2013.0,Alaska,4.0,18790.0,Public,Out-of-State,Fees,Tuition
15,2013.0,Alaska,4.0,9098.0,Public,Out-of-State,Room,Board
16,2013.0,Arizona,4.0,11650.0,Private,,Fees,Tuition
17,2013.0,Arizona,4.0,8744.0,Private,,Room,Board
18,2013.0,Arizona,2.0,1842.0,Public,In-State,Fees,Tuition
19,2013.0,Arizona,4.0,9694.0,Public,In-State,Fees,Tuition
20,2013.0,Arizona,4.0,9370.0,Public,In-State,Room,Board
21,2013.0,Arizona,2.0,7870.0,Public,Out-of-State,Fees,Tuition
23,2013.0,Arizona,4.0,9370.0,Public,Out-of-State,Room,Board
24,2013.0,Arkansas,4.0,18004.0,Private,,Fees,Tuition
25,2013.0,Arkansas,4.0,7263.0,Private,,Room,Board
26,2013.0,Arkansas,2.0,2633.0,Public,In-State,Fees,Tuition
27,2013.0,Arkansas,4.0,6604.0,Public,In-State,Fees,Tuition
28,2013.0,Arkansas,4.0,7331.0,Public,In-State,Room,Board
29,2013.0,Arkansas,2.0,4605.0,Public,Out-of-State,Fees,Tuition
31,2013.0,Arkansas,4.0,7331.0,Public,Out-of-State,Room,Board
32,2013.0,California,4.0,28345.0,Private,,Fees,Tuition
33,2013.0,California,4.0,12254.0,Private,,Room,Board
34,2013.0,California,2.0,1225.0,Public,In-State,Fees,Tuition
35,2013.0,California,4.0,8892.0,Public,In-State,Fees,Tuition
36,2013.0,California,4.0,12137.0,Public,In-State,Room,Board
37,2013.0,California,2.0,6267.0,Public,Out-of-State,Fees,Tuition
39,2013.0,California,4.0,12593.557971014492,Public,Out-of-State,Room,Board
40,2013.0,Colorado,4.0,19967.0,Private,,Fees,Tuition
41,2013.0,Colorado,4.0,10939.0,Private,,Room,Board
42,2013.0,Colorado,2.0,3004.0,Public,In-State,Fees,Tuition
43,2013.0,Colorado,4.0,7656.0,Public,In-State,Fees,Tuition
44,2013.0,Colorado,4.0,10396.0,Public,In-State,Room,Board
45,2013.0,Colorado,2.0,8882.0,Public,Out-of-State,Fees,Tuition
46,2013.0,Colorado,4.0,25470.0,Public,Out-of-State,Fees,Tuition
47,2013.0,Colorado,4.0,10396.0,Public,Out-of-State,Room,Board
48,2013.0,Connecticut,4.0,35336.0,Private,,Fees,Tuition
49,2013.0,Connecticut,4.0,12926.0,Private,,Room,Board
50,2013.0,Connecticut,2.0,3596.0,Public,In-State,Fees,Tuition
51,2013.0,Connecticut,4.0,9517.0,Public,In-State,Fees,Tuition
52,2013.0,Connecticut,4.0,11138.0,Public,In-State,Room,Board
53,2013.0,Connecticut,2.0,10512.0,Public,Out-of-State,Fees,Tuition
54,2013.0,Connecticut,4.0,26688.0,Public,Out-of-State,Fees,Tuition
55,2013.0,Connecticut,4.0,11138.0,Public,Out-of-State,Room,Board
56,2013.0,Delaware,4.0,12943.0,Private,,Fees,Tuition
57,2013.0,Delaware,4.0,10758.0,Private,,Room,Board
58,2013.0,Delaware,2.0,3242.0,Public,In-State,Fees,Tuition
59,2013.0,Delaware,4.0,10929.0,Public,In-State,Fees,Tuition
60,2013.0,Delaware,4.0,11011.0,Public,In-State,Room,Board
61,2013.0,Delaware,2.0,7562.0,Public,Out-of-State,Fees,Tuition
62,2013.0,Delaware,4.0,26228.0,Public,Out-of-State,Fees,Tuition
63,2013.0,Delaware,4.0,11011.0,Public,Out-of-State,Room,Board
65,2013.0,District of Columbia,4.0,12916.0,Private,,Room,Board
66,2013.0,District of Columbia,4.0,7244.0,Public,In-State,Fees,Tuition
67,2013.0,District of Columbia,4.0,14540.0,Public,Out-of-State,Fees,Tuition
68,2013.0,Florida,4.0,20155.0,Private,,Fees,Tuition
69,2013.0,Florida,4.0,9968.0,Private,,Room,Board
70,2013.0,Florida,2.0,2486.0,Public,In-State,Fees,Tuition
71,2013.0,Florida,4.0,4377.0,Public,In-State,Fees,Tuition
72,2013.0,Florida,4.0,9793.0,Public,In-State,Room,Board
73,2013.0,Florida,2.0,6889.0,Public,Out-of-State,Fees,Tuition
74,2013.0,Florida,4.0,12593.557971014492,Public,Out-of-State,Fees,Tuition
75,2013.0,Florida,4.0,9793.0,Public,Out-of-State,Room,Board
76,2013.0,Georgia,4.0,22456.0,Private,,Fees,Tuition
78,2013.0,Georgia,2.0,2652.0,Public,In-State,Fees,Tuition
79,2013.0,Georgia,4.0,6325.0,Public,In-State,Fees,Tuition
80,2013.0,Georgia,4.0,9005.0,Public,In-State,Room,Board
81,2013.0,Georgia,2.0,7554.0,Public,Out-of-State,Fees,Tuition
82,2013.0,Georgia,4.0,22393.0,Public,Out-of-State,Fees,Tuition
83,2013.0,Georgia,4.0,9005.0,Public,Out-of-State,Room,Board
84,2013.0,Hawaii,4.0,14287.0,Private,,Fees,Tuition
86,2013.0,Hawaii,2.0,2484.0,Public,In-State,Fees,Tuition
87,2013.0,Hawaii,4.0,7731.0,Public,In-State,Fees,Tuition
88,2013.0,Hawaii,4.0,9256.0,Public,In-State,Room,Board
89,2013.0,Hawaii,2.0,7166.0,Public,Out-of-State,Fees,Tuition
90,2013.0,Hawaii,4.0,23614.0,Public,Out-of-State,Fees,Tuition
92,2013.0,Idaho,4.0,6752.0,Private,,Fees,Tuition
93,2013.0,Idaho,4.0,4792.0,Private,,Room,Board
94,2013.0,Idaho,2.0,2915.0,Public,In-State,Fees,Tuition
95,2013.0,Idaho,4.0,5980.0,Public,In-State,Fees,Tuition
96,2013.0,Idaho,4.0,6734.886075949367,Public,In-State,Room,Board
97,2013.0,Idaho,2.0,7276.0,Public,Out-of-State,Fees,Tuition
98,2013.0,Idaho,4.0,17736.0,Public,Out-of-State,Fees,Tuition
99,2013.0,Idaho,4.0,7496.0,Public,Out-of-State,Room,Board
100,2013.0,Illinois,4.0,26299.0,Private,,Fees,Tuition
101,2013.0,Illinois,4.0,10798.0,Private,,Room,Board
102,2013.0,Illinois,2.0,3192.0,Public,In-State,Fees,Tuition
103,2013.0,Illinois,4.0,11882.0,Public,In-State,Fees,Tuition
104,2013.0,Illinois,4.0,10340.0,Public,In-State,Room,Board
105,2013.0,Illinois,2.0,9034.0,Public,Out-of-State,Fees,Tuition
106,2013.0,Illinois,4.0,26873.0,Public,Out-of-State,Fees,Tuition
107,2013.0,Illinois,4.0,10340.0,Public,Out-of-State,Room,Board
108,2013.0,Indiana,4.0,26794.0,Private,,Fees,Tuition
109,2013.0,Indiana,4.0,9574.0,Private,,Room,Board
110,2013.0,Indiana,2.0,3455.0,Public,In-State,Fees,Tuition
111,2013.0,Indiana,4.0,8269.0,Public,In-State,Fees,Tuition
112,2013.0,Indiana,4.0,6734.886075949367,Public,In-State,Room,Board
113,2013.0,Indiana,2.0,7302.0,Public,Out-of-State,Fees,Tuition
114,2013.0,Indiana,4.0,26538.0,Public,Out-of-State,Fees,Tuition
115,2013.0,Indiana,4.0,9489.0,Public,Out-of-State,Room,Board
116,2013.0,Iowa,4.0,15426.0,Private,,Fees,Tuition
117,2013.0,Iowa,4.0,,Private,,Room,Board
118,2013.0,Iowa,2.0,4099.0,Public,In-State,Fees,Tuition
119,2013.0,Iowa,4.0,7832.0,Public,In-State,Fees,Tuition
120,2013.0,Iowa,4.0,8525.0,Public,In-State,Room,Board
121,2013.0,Iowa,2.0,5190.0,Public,Out-of-State,Fees,Tuition
122,2013.0,Iowa,4.0,23019.0,Public,Out-of-State,Fees,Tuition
123,2013.0,Iowa,4.0,8525.0,Public,Out-of-State,Room,Board
124,2013.0,Kansas,4.0,20852.0,Private,,Fees,Tuition
125,2013.0,Kansas,4.0,7673.0,Private,,Room,Board
127,2013.0,Kansas,4.0,6970.0,Public,In-State,Fees,Tuition
128,2013.0,Kansas,4.0,6931.0,Public,In-State,Room,Board
129,2013.0,Kansas,2.0,4023.0,Public,Out-of-State,Fees,Tuition
130,2013.0,Kansas,4.0,17646.0,Public,Out-of-State,Fees,Tuition
131,2013.0,Kansas,4.0,6931.0,Public,Out-of-State,Room,Board
132,2013.0,Kentucky,4.0,,Private,,Fees,Tuition
133,2013.0,Kentucky,4.0,8015.0,Private,,Room,Board
134,2013.0,Kentucky,2.0,3391.0,Public,In-State,Fees,Tuition
135,2013.0,Kentucky,4.0,8416.0,Public,In-State,Fees,Tuition
136,2013.0,Kentucky,4.0,8164.0,Public,In-State,Room,Board
138,2013.0,Kentucky,4.0,19040.0,Public,Out-of-State,Fees,Tuition
139,2013.0,Kentucky,4.0,8164.0,Public,Out-of-State,Room,Board
140,2013.0,Louisiana,4.0,28691.0,Private,,Fees,Tuition
141,2013.0,Louisiana,4.0,10397.0,Private,,Room,Board
142,2013.0,Louisiana,2.0,2837.0,Public,In-State,Fees,Tuition
143,2013.0,Louisiana,4.0,5817.0,Public,In-State,Fees,Tuition
144,2013.0,Louisiana,4.0,8428.0,Public,In-State,Room,Board
145,2013.0,Louisiana,2.0,5781.0,Public,Out-of-State,Fees,Tuition
146,2013.0,Louisiana,4.0,17405.0,Public,Out-of-State,Fees,Tuition
147,2013.0,Louisiana,4.0,8428.0,Public,Out-of-State,Room,Board
148,2013.0,Maine,4.0,31558.0,Private,,Fees,Tuition
149,2013.0,Maine,4.0,11187.0,Private,,Room,Board
150,2013.0,Maine,2.0,3409.0,Public,In-State,Fees,Tuition
151,2013.0,Maine,4.0,9295.0,Public,In-State,Fees,Tuition
152,2013.0,Maine,4.0,9381.0,Public,In-State,Room,Board
153,2013.0,Maine,2.0,6053.0,Public,Out-of-State,Fees,Tuition
154,2013.0,Maine,4.0,24397.0,Public,Out-of-State,Fees,Tuition
155,2013.0,Maine,4.0,12593.557971014492,Public,Out-of-State,Room,Board
156,2013.0,Maryland,4.0,32580.0,Private,,Fees,Tuition
157,2013.0,Maryland,4.0,12238.0,Private,,Room,Board
158,2013.0,Maryland,2.0,3500.0,Public,In-State,Fees,Tuition
159,2013.0,Maryland,4.0,8051.0,Public,In-State,Fees,Tuition
160,2013.0,Maryland,4.0,10043.0,Public,In-State,Room,Board
162,2013.0,Maryland,4.0,20199.0,Public,Out-of-State,Fees,Tuition
163,2013.0,Maryland,4.0,10043.0,Public,Out-of-State,Room,Board
164,2013.0,Massachusetts,4.0,36795.0,Private,,Fees,Tuition
165,2013.0,Massachusetts,4.0,13076.0,Private,,Room,Board
166,2013.0,Massachusetts,2.0,4186.0,Public,In-State,Fees,Tuition
167,2013.0,Massachusetts,4.0,10632.0,Public,In-State,Fees,Tuition
169,2013.0,Massachusetts,2.0,9516.0,Public,Out-of-State,Fees,Tuition
170,2013.0,Massachusetts,4.0,24399.0,Public,Out-of-State,Fees,Tuition
171,2013.0,Massachusetts,4.0,10462.0,Public,Out-of-State,Room,Board
172,2013.0,Michigan,4.0,18135.0,Private,,Fees,Tuition
173,2013.0,Michigan,4.0,8246.0,Private,,Room,Board
174,2013.0,Michigan,2.0,2736.0,Public,In-State,Fees,Tuition
175,2013.0,Michigan,4.0,11027.0,Public,In-State,Fees,Tuition
176,2013.0,Michigan,4.0,8838.0,Public,In-State,Room,Board
177,2013.0,Michigan,2.0,5651.0,Public,Out-of-State,Fees,Tuition
178,2013.0,Michigan,4.0,31047.0,Public,Out-of-State,Fees,Tuition
179,2013.0,Michigan,4.0,8838.0,Public,Out-of-State,Room,Board
180,2013.0,Minnesota,4.0,26499.0,Private,,Fees,Tuition
181,2013.0,Minnesota,4.0,8910.0,Private,,Room,Board
182,2013.0,Minnesota,2.0,5362.0,Public,In-State,Fees,Tuition
183,2013.0,Minnesota,4.0,10291.0,Public,In-State,Fees,Tuition
184,2013.0,Minnesota,4.0,6734.886075949367,Public,In-State,Room,Board
185,2013.0,Minnesota,2.0,6197.0,Public,Out-of-State,Fees,Tuition
186,2013.0,Minnesota,4.0,12593.557971014492,Public,Out-of-State,Fees,Tuition
187,2013.0,Minnesota,4.0,7708.0,Public,Out-of-State,Room,Board
188,2013.0,Mississippi,4.0,14592.0,Private,,Fees,Tuition
189,2013.0,Mississippi,4.0,6289.0,Private,,Room,Board
190,2013.0,Mississippi,2.0,2276.0,Public,In-State,Fees,Tuition
191,2013.0,Mississippi,4.0,6147.0,Public,In-State,Fees,Tuition
192,2013.0,Mississippi,4.0,7436.0,Public,In-State,Room,Board
193,2013.0,Mississippi,2.0,4284.0,Public,Out-of-State,Fees,Tuition
194,2013.0,Mississippi,4.0,15055.0,Public,Out-of-State,Fees,Tuition
195,2013.0,Mississippi,4.0,7436.0,Public,Out-of-State,Room,Board
196,2013.0,Missouri,4.0,19020.0,Private,,Fees,Tuition
197,2013.0,Missouri,4.0,8595.0,Private,,Room,Board
198,2013.0,Missouri,2.0,2716.0,Public,In-State,Fees,Tuition
199,2013.0,Missouri,4.0,7815.0,Public,In-State,Fees,Tuition
200,2013.0,Missouri,4.0,8421.0,Public,In-State,Room,Board
201,2013.0,Missouri,2.0,5384.0,Public,Out-of-State,Fees,Tuition
202,2013.0,Missouri,4.0,18885.0,Public,Out-of-State,Fees,Tuition
203,2013.0,Missouri,4.0,8421.0,Public,Out-of-State,Room,Board
204,2013.0,Montana,4.0,19737.0,Private,,Fees,Tuition
205,2013.0,Montana,4.0,7584.0,Private,,Room,Board
206,2013.0,Montana,2.0,3151.0,Public,In-State,Fees,Tuition
207,2013.0,Montana,4.0,6267.0,Public,In-State,Fees,Tuition
208,2013.0,Montana,4.0,7306.0,Public,In-State,Room,Board
209,2013.0,Montana,2.0,8351.0,Public,Out-of-State,Fees,Tuition
210,2013.0,Montana,4.0,20164.0,Public,Out-of-State,Fees,Tuition
211,2013.0,Montana,4.0,7306.0,Public,Out-of-State,Room,Board
212,2013.0,Nebraska,4.0,19478.0,Private,,Fees,Tuition
213,2013.0,Nebraska,4.0,7733.0,Private,,Room,Board
214,2013.0,Nebraska,2.0,2594.0,Public,In-State,Fees,Tuition
215,2013.0,Nebraska,4.0,7023.0,Public,In-State,Fees,Tuition
216,2013.0,Nebraska,4.0,8268.0,Public,In-State,Room,Board
217,2013.0,Nebraska,2.0,3415.0,Public,Out-of-State,Fees,Tuition
218,2013.0,Nebraska,4.0,16702.0,Public,Out-of-State,Fees,Tuition
219,2013.0,Nebraska,4.0,8268.0,Public,Out-of-State,Room,Board
220,2013.0,Nevada,4.0,16108.0,Private,,Fees,Tuition
221,2013.0,Nevada,4.0,21602.0,Private,,Room,Board
222,2013.0,Nevada,2.0,2700.0,Public,In-State,Fees,Tuition
223,2013.0,Nevada,4.0,4953.0,Public,In-State,Fees,Tuition
224,2013.0,Nevada,4.0,10991.0,Public,In-State,Room,Board
225,2013.0,Nevada,2.0,9345.0,Public,Out-of-State,Fees,Tuition
226,2013.0,Nevada,4.0,19156.0,Public,Out-of-State,Fees,Tuition
227,2013.0,Nevada,4.0,10991.0,Public,Out-of-State,Room,Board
228,2013.0,New Hampshire,4.0,30202.0,Private,,Fees,Tuition
229,2013.0,New Hampshire,4.0,12107.0,Private,,Room,Board
231,2013.0,New Hampshire,4.0,14435.0,Public,In-State,Fees,Tuition
232,2013.0,New Hampshire,4.0,10270.0,Public,In-State,Room,Board
233,2013.0,New Hampshire,2.0,15697.0,Public,Out-of-State,Fees,Tuition
234,2013.0,New Hampshire,4.0,24945.0,Public,Out-of-State,Fees,Tuition
236,2013.0,New Jersey,4.0,31195.0,Private,,Fees,Tuition
237,2013.0,New Jersey,4.0,11636.0,Private,,Room,Board
238,2013.0,New Jersey,2.0,3782.0,Public,In-State,Fees,Tuition
239,2013.0,New Jersey,4.0,11955.0,Public,In-State,Fees,Tuition
240,2013.0,New Jersey,4.0,11819.0,Public,In-State,Room,Board
241,2013.0,New Jersey,2.0,6591.0,Public,Out-of-State,Fees,Tuition
243,2013.0,New Jersey,4.0,11819.0,Public,Out-of-State,Room,Board
244,2013.0,New Mexico,4.0,16256.0,Private,,Fees,Tuition
245,2013.0,New Mexico,4.0,8889.0,Private,,Room,Board
246,2013.0,New Mexico,2.0,1399.0,Public,In-State,Fees,Tuition
247,2013.0,New Mexico,4.0,5483.0,Public,In-State,Fees,Tuition
248,2013.0,New Mexico,4.0,7742.0,Public,In-State,Room,Board
249,2013.0,New Mexico,2.0,4558.0,Public,Out-of-State,Fees,Tuition
250,2013.0,New Mexico,4.0,14327.0,Public,Out-of-State,Fees,Tuition
251,2013.0,New Mexico,4.0,7742.0,Public,Out-of-State,Room,Board
253,2013.0,New York,4.0,12901.0,Private,,Room,Board
254,2013.0,New York,2.0,4331.0,Public,In-State,Fees,Tuition
255,2013.0,New York,4.0,6556.0,Public,In-State,Fees,Tuition
256,2013.0,New York,4.0,11841.0,Public,In-State,Room,Board
257,2013.0,New York,2.0,7827.0,Public,Out-of-State,Fees,Tuition
258,2013.0,New York,4.0,15751.0,Public,Out-of-State,Fees,Tuition
259,2013.0,New York,4.0,11841.0,Public,Out-of-State,Room,Board
260,2013.0,North Carolina,4.0,26336.0,Private,,Fees,Tuition
261,2013.0,North Carolina,4.0,9858.0,Private,,Room,Board
262,2013.0,North Carolina,2.0,2212.0,Public,In-State,Fees,Tuition
263,2013.0,North Carolina,4.0,6223.0,Public,In-State,Fees,Tuition
264,2013.0,North Carolina,4.0,8291.0,Public,In-State,Room,Board
265,2013.0,North Carolina,2.0,8171.0,Public,Out-of-State,Fees,Tuition
267,2013.0,North Carolina,4.0,8291.0,Public,Out-of-State,Room,Board
268,2013.0,North Dakota,4.0,12318.0,Private,,Fees,Tuition
269,2013.0,North Dakota,4.0,5424.0,Private,,Room,Board
270,2013.0,North Dakota,2.0,4048.0,Public,In-State,Fees,Tuition
271,2013.0,North Dakota,4.0,6572.0,Public,In-State,Fees,Tuition
272,2013.0,North Dakota,4.0,6639.0,Public,In-State,Room,Board
273,2013.0,North Dakota,2.0,8216.0,Public,Out-of-State,Fees,Tuition
274,2013.0,North Dakota,4.0,16170.0,Public,Out-of-State,Fees,Tuition
276,2013.0,Ohio,4.0,25756.0,Private,,Fees,Tuition
277,2013.0,Ohio,4.0,9612.0,Private,,Room,Board
278,2013.0,Ohio,2.0,3480.0,Public,In-State,Fees,Tuition
280,2013.0,Ohio,4.0,10152.0,Public,In-State,Room,Board
281,2013.0,Ohio,2.0,7421.0,Public,Out-of-State,Fees,Tuition
282,2013.0,Ohio,4.0,21683.0,Public,Out-of-State,Fees,Tuition
283,2013.0,Ohio,4.0,10152.0,Public,Out-of-State,Room,Board
285,2013.0,Oklahoma,4.0,8658.0,Private,,Room,Board
286,2013.0,Oklahoma,2.0,2904.0,Public,In-State,Fees,Tuition
287,2013.0,Oklahoma,4.0,5882.0,Public,In-State,Fees,Tuition
288,2013.0,Oklahoma,4.0,7123.0,Public,In-State,Room,Board
289,2013.0,Oklahoma,2.0,7101.0,Public,Out-of-State,Fees,Tuition
290,2013.0,Oklahoma,4.0,16543.0,Public,Out-of-State,Fees,Tuition
291,2013.0,Oklahoma,4.0,7123.0,Public,Out-of-State,Room,Board
292,2013.0,Oregon,4.0,30195.0,Private,,Fees,Tuition
293,2013.0,Oregon,4.0,10460.0,Private,,Room,Board
294,2013.0,Oregon,2.0,3752.0,Public,In-State,Fees,Tuition
296,2013.0,Oregon,4.0,10232.0,Public,In-State,Room,Board
297,2013.0,Oregon,2.0,7689.0,Public,Out-of-State,Fees,Tuition
299,2013.0,Oregon,4.0,10232.0,Public,Out-of-State,Room,Board
301,2013.0,Pennsylvania,4.0,11459.0,Private,,Room,Board
303,2013.0,Pennsylvania,4.0,12184.0,Public,In-State,Fees,Tuition
304,2013.0,Pennsylvania,4.0,9453.0,Public,In-State,Room,Board
305,2013.0,Pennsylvania,2.0,11009.0,Public,Out-of-State,Fees,Tuition
306,2013.0,Pennsylvania,4.0,22891.0,Public,Out-of-State,Fees,Tuition
307,2013.0,Pennsylvania,4.0,9453.0,Public,Out-of-State,Room,Board
308,2013.0,Rhode Island,4.0,33940.0,Private,,Fees,Tuition
309,2013.0,Rhode Island,4.0,,Private,,Room,Board
310,2013.0,Rhode Island,2.0,3950.0,Public,In-State,Fees,Tuition
311,2013.0,Rhode Island,4.0,10817.0,Public,In-State,Fees,Tuition
312,2013.0,Rhode Island,4.0,10765.0,Public,In-State,Room,Board
313,2013.0,Rhode Island,2.0,12593.557971014492,Public,Out-of-State,Fees,Tuition
314,2013.0,Rhode Island,4.0,26762.0,Public,Out-of-State,Fees,Tuition
315,2013.0,Rhode Island,4.0,10765.0,Public,Out-of-State,Room,Board
316,2013.0,South Carolina,4.0,20990.0,Private,,Fees,Tuition
318,2013.0,South Carolina,2.0,3820.0,Public,In-State,Fees,Tuition
319,2013.0,South Carolina,4.0,10691.0,Public,In-State,Fees,Tuition
320,2013.0,South Carolina,4.0,7964.0,Public,In-State,Room,Board
321,2013.0,South Carolina,2.0,7910.0,Public,Out-of-State,Fees,Tuition
322,2013.0,South Carolina,4.0,26042.0,Public,Out-of-State,Fees,Tuition
323,2013.0,South Carolina,4.0,7964.0,Public,Out-of-State,Room,Board
324,2013.0,South Dakota,4.0,18843.0,Private,,Fees,Tuition
325,2013.0,South Dakota,4.0,6953.0,Private,,Room,Board
326,2013.0,South Dakota,2.0,5066.0,Public,In-State,Fees,Tuition
327,2013.0,South Dakota,4.0,7413.0,Public,In-State,Fees,Tuition
328,2013.0,South Dakota,4.0,6445.0,Public,In-State,Room,Board
329,2013.0,South Dakota,2.0,5261.0,Public,Out-of-State,Fees,Tuition
330,2013.0,South Dakota,4.0,9654.0,Public,Out-of-State,Fees,Tuition
331,2013.0,South Dakota,4.0,6445.0,Public,Out-of-State,Room,Board
332,2013.0,Tennessee,4.0,22046.0,Private,,Fees,Tuition
333,2013.0,Tennessee,4.0,9090.0,Private,,Room,Board
334,2013.0,Tennessee,2.0,3526.0,Public,In-State,Fees,Tuition
335,2013.0,Tennessee,4.0,7472.0,Public,In-State,Fees,Tuition
336,2013.0,Tennessee,4.0,7944.0,Public,In-State,Room,Board
338,2013.0,Tennessee,4.0,22412.0,Public,Out-of-State,Fees,Tuition
339,2013.0,Tennessee,4.0,7944.0,Public,Out-of-State,Room,Board
340,2013.0,Texas,4.0,25174.0,Private,,Fees,Tuition
341,2013.0,Texas,4.0,9686.0,Private,,Room,Board
342,2013.0,Texas,2.0,1815.0,Public,In-State,Fees,Tuition
343,2013.0,Texas,4.0,7402.0,Public,In-State,Fees,Tuition
344,2013.0,Texas,4.0,8538.0,Public,In-State,Room,Board
345,2013.0,Texas,2.0,5075.0,Public,Out-of-State,Fees,Tuition
346,2013.0,Texas,4.0,20044.0,Public,Out-of-State,Fees,Tuition
347,2013.0,Texas,4.0,12593.557971014492,Public,Out-of-State,Room,Board
348,2013.0,Utah,4.0,7758.0,Private,,Fees,Tuition
349,2013.0,Utah,4.0,7572.0,Private,,Room,Board
350,2013.0,Utah,2.0,3170.0,Public,In-State,Fees,Tuition
351,2013.0,Utah,4.0,5375.0,Public,In-State,Fees,Tuition
352,2013.0,Utah,4.0,6701.0,Public,In-State,Room,Board
353,2013.0,Utah,2.0,10012.0,Public,Out-of-State,Fees,Tuition
354,2013.0,Utah,4.0,16631.0,Public,Out-of-State,Fees,Tuition
355,2013.0,Utah,4.0,6701.0,Public,Out-of-State,Room,Board
356,2013.0,Vermont,4.0,35130.0,Private,,Fees,Tuition
357,2013.0,Vermont,4.0,11125.0,Private,,Room,Board
358,2013.0,Vermont,2.0,5452.0,Public,In-State,Fees,Tuition
359,2013.0,Vermont,4.0,13524.0,Public,In-State,Fees,Tuition
360,2013.0,Vermont,4.0,9766.0,Public,In-State,Room,Board
361,2013.0,Vermont,2.0,10804.0,Public,Out-of-State,Fees,Tuition
362,2013.0,Vermont,4.0,12593.557971014492,Public,Out-of-State,Fees,Tuition
363,2013.0,Vermont,4.0,9766.0,Public,Out-of-State,Room,Board
364,2013.0,Virginia,4.0,21524.0,Private,,Fees,Tuition
365,2013.0,Virginia,4.0,8959.0,Private,,Room,Board
366,2013.0,Virginia,2.0,3910.0,Public,In-State,Fees,Tuition
367,2013.0,Virginia,4.0,9866.0,Public,In-State,Fees,Tuition
368,2013.0,Virginia,4.0,8977.0,Public,In-State,Room,Board
369,2013.0,Virginia,2.0,8592.0,Public,Out-of-State,Fees,Tuition
370,2013.0,Virginia,4.0,27079.0,Public,Out-of-State,Fees,Tuition
371,2013.0,Virginia,4.0,8977.0,Public,Out-of-State,Room,Board
372,2013.0,Washington,4.0,30133.0,Private,,Fees,Tuition
374,2013.0,Washington,2.0,3957.0,Public,In-State,Fees,Tuition
376,2013.0,Washington,4.0,10069.0,Public,In-State,Room,Board
378,2013.0,Washington,4.0,26314.0,Public,Out-of-State,Fees,Tuition
379,2013.0,Washington,4.0,10069.0,Public,Out-of-State,Room,Board
381,2013.0,West Virginia,4.0,8399.0,Private,,Room,Board
382,2013.0,West Virginia,2.0,3135.0,Public,In-State,Fees,Tuition
383,2013.0,West Virginia,4.0,5599.0,Public,In-State,Fees,Tuition
384,2013.0,West Virginia,4.0,8527.0,Public,In-State,Room,Board
385,2013.0,West Virginia,2.0,7798.0,Public,Out-of-State,Fees,Tuition
386,2013.0,West Virginia,4.0,16582.0,Public,Out-of-State,Fees,Tuition
387,2013.0,West Virginia,4.0,8527.0,Public,Out-of-State,Room,Board
388,2013.0,Wisconsin,4.0,25500.0,Private,,Fees,Tuition
390,2013.0,Wisconsin,2.0,4073.0,Public,In-State,Fees,Tuition
391,2013.0,Wisconsin,4.0,8339.0,Public,In-State,Fees,Tuition
392,2013.0,Wisconsin,4.0,6734.886075949367,Public,In-State,Room,Board
393,2013.0,Wisconsin,2.0,6824.0,Public,Out-of-State,Fees,Tuition
394,2013.0,Wisconsin,4.0,20146.0,Public,Out-of-State,Fees,Tuition
395,2013.0,Wisconsin,4.0,12593.557971014492,Public,Out-of-State,Room,Board
396,2013.0,Wyoming,4.0,13562.0,Private,,Fees,Tuition
397,2013.0,Wyoming,2.0,2420.0,Public,In-State,Fees,Tuition
398,2013.0,Wyoming,4.0,3642.0,Public,In-State,Fees,Tuition
399,2013.0,Wyoming,4.0,6734.886075949367,Public,In-State,Room,Board
400,2013.0,Wyoming,2.0,5998.0,Public,Out-of-State,Fees,Tuition
401,2013.0,Wyoming,4.0,10962.0,Public,Out-of-State,Fees,Tuition
402,2013.0,Wyoming,4.0,8837.0,Public,Out-of-State,Room,Board
403,2014.0,Alabama,4.0,14201.0,Private,,Fees,Tuition
404,2014.0,Alabama,4.0,8773.0,Private,,Room,Board
405,2014.0,Alabama,2.0,4108.0,Public,In-State,Fees,Tuition
406,2014.0,Alabama,4.0,8503.0,Public,In-State,Fees,Tuition
408,2014.0,Alabama,2.0,7855.0,Public,Out-of-State,Fees,Tuition
409,2014.0,Alabama,4.0,21389.0,Public,Out-of-State,Fees,Tuition
410,2014.0,Alabama,4.0,8744.0,Public,Out-of-State,Room,Board
411,2014.0,Alaska,4.0,20943.0,Private,,Fees,Tuition
