,Year,State,Length,Value,Type_1,Type_2,Expense_1,Expense_2
2940,2020.0,Kentucky,2-year,14826.0,Public,Out-of-State,Fees,Tuition
2941,2020.0,Kentucky,4-year,26048.0,Public,Out-of-State,Fees,Tuition
2942,2020.0,Kentucky,4-year,10911.0,Public,Out-of-State,Room,Board
2943,,,,,,,,
2944,2020.0,Louisiana,4-year,13544.0,Private,,Room,Board
2945,2020.0,Louisiana,2-year,9999999.0,Public,In-State,Fees,Tuition
2946,2020.0,Louisiana,4-year,9571.0,Public,In-State,Fees,Tuition
2947,2020.0,Louisiana,4-year,9927.0,Public,In-State,Room,Board
2948,2020.0,Louisiana,2-year,8282.0,Public,Out-of-State,Fees,Tuition
2949,,,,,,,,
2950,2020.0,Louisiana,4-year,9927.0,Public,Out-of-State,Room,Board
2951,2020.0,Maine,4-year,40353.0,Private,,Fees,Tuition
2952,,,,,,,,
2953,2020.0,Maine,2-year,3778.0,Public,In-State,Fees,Tuition
2954,2020.0,Maine,4-year,10103.0,Public,In-State,Fees,Tuition
2955,2020.0,Maine,4-year,10355.0,Public,In-State,,Board
2956,2020.0,Maine,2-year,6642.0,Public,Out-of-State,Fees,Tuition
2957,,,,,,,,
2958,,,,,,,,
2959,,,,,,,,
2960,2020.0,Maryland,4-year,14689.0,Private,,Room,Board
2961,2020.0,Maryland,2-year,4330.0,Public,In-State,Fees,Tuition
2962,2020.0,Maryland,4-year,9714.0,Public,In-State,Fees,Tuition
2963,2020.0,Maryland,4-year,12790.0,Public,In-State,Room,Board
2964,2020.0,Maryland,2-year,10308.0,Public,Out-of-State,Fees,Tuition
2965,2020.0,Maryland,4-year,27984.0,Public,Out-of-State,Fees,Tuition
2966,2020.0,Maryland,4-year,12790.0,Public,Out-of-State,Room,Board
2967,2020.0,Massachusetts,4-year,47980.0,Private,,Fees,Tuition
2968,2020.0,Massachusetts,4-year,16217.0,Private,,Room,Board
2969,2020.0,Massachusetts,2-year,5336.0,Public,In-State,Fees,Tuition
2970,2020.0,Massachusetts,4-year,13729.0,Public,In-State,Fees,Tuition
2971,2020.0,Massachusetts,4-year,13889.0,Public,In-State,Room,Board
2972,2020.0,Massachusetts,2-year,10690.0,Public,Out-of-State,Fees,Tuition
2973,2020.0,Massachusetts,4-year,31894.0,Public,Out-of-State,Fees,Tuition
2974,2020.0,Massachusetts,4-year,13889.0,Public,Out-of-State,Room,Board
2975,2020.0,Michigan,4-year,9999999.0,Private,,,Tuition
2976,2020.0,Michigan,4-year,10381.0,Private,,Room,Board
2977,2020.0,Michigan,2-year,9999999.0,Public,In-State,Fees,Tuition
2978,2020.0,Michigan,4-year,13315.0,Public,In-State,Fees,Tuition
2979,2020.0,Michigan,4-year,10772.0,Public,In-State,Room,Board
2980,2020.0,Michigan,2-year,6564.0,Public,Out-of-State,Fees,Tuition
2981,2020.0,Michigan,4-year,36832.0,Public,Out-of-State,Fees,Tuition
2982,,,,,,,,
2983,2020.0,Minnesota,4-year,34321.0,Private,,Fees,Tuition
2984,2020.0,Minnesota,4-year,10877.0,Private,,Room,Board
2985,2020.0,Minnesota,2-year,5566.0,Public,In-State,Fees,Tuition
2986,2020.0,Minnesota,4-year,11748.0,Public,In-State,Fees,Tuition
2987,2020.0,Minnesota,4-year,9863.0,Public,In-State,Room,Board
2988,2020.0,Minnesota,2-year,6151.0,Public,Out-of-State,,Tuition
2989,,,,,,,,
2990,2020.0,Minnesota,4-year,9863.0,Public,Out-of-State,Room,Board
2991,,,,,,,,
2992,2020.0,Mississippi,4-year,8607.0,Private,,Room,Board
2993,2020.0,Mississippi,2-year,9999999.0,Public,In-State,Fees,Tuition
2994,2020.0,Mississippi,4-year,8604.0,Public,In-State,Fees,Tuition
2995,2020.0,Mississippi,4-year,10476.0,Public,In-State,Room,Board
2996,2020.0,Mississippi,2-year,5835.0,Public,Out-of-State,Fees,Tuition
2997,2020.0,Mississippi,4-year,19402.0,Public,Out-of-State,Fees,Tuition
2998,2020.0,Mississippi,4-year,10476.0,Public,Out-of-State,Room,Board
2999,2020.0,Missouri,4-year,26377.0,Private,,Fees,Tuition
3000,2020.0,Missouri,4-year,10705.0,Private,,Room,Board
3001,2020.0,Missouri,2-year,3545.0,Public,In-State,Fees,Tuition
3002,,,,,,,,
3003,2020.0,Missouri,4-year,9742.0,Public,In-State,,Board
3004,2020.0,Missouri,2-year,6797.0,Public,Out-of-State,,Tuition
3005,2020.0,Missouri,4-year,20877.0,Public,Out-of-State,Fees,Tuition
3006,9999.0,Missouri,4-year,9742.0,Public,Out-of-State,Room,Board
3007,2020.0,Montana,4-year,9999999.0,Private,,Fees,Tuition
3008,2020.0,Montana,4-year,9817.0,Private,,Room,Board
3009,2020.0,Montana,2-year,9999999.0,Public,In-State,Fees,Tuition
3010,,,,,,,,
3011,2020.0,Montana,4-year,9765.0,Public,In-State,Room,Board
3012,2020.0,Montana,2-year,8596.0,Public,Out-of-State,Fees,Tuition
3013,,,,,,,,
3014,2020.0,Montana,4-year,9765.0,Public,Out-of-State,Room,Board
3015,2020.0,Nebraska,4-year,25313.0,Private,,Fees,Tuition
3016,2020.0,Nebraska,4-year,9797.0,Private,,,Board
3017,2020.0,Nebraska,2-year,3103.0,Public,In-State,Fees,Tuition
3018,2020.0,Nebraska,4-year,8582.0,Public,In-State,Fees,Tuition
3019,2020.0,Nebraska,4-year,10938.0,Public,In-State,Room,Board
3020,9999.0,Nebraska,2-year,9999999.0,Public,Out-of-State,Fees,Tuition
3021,2020.0,Nebraska,4-year,22152.0,Public,Out-of-State,Fees,Tuition
3022,2020.0,Nebraska,4-year,10938.0,Public,Out-of-State,Room,Board
3023,2020.0,Nevada,4-year,26284.0,Private,,Fees,Tuition
3024,,,,,,,,
3025,2020.0,Nevada,4-year,6023.0,Public,In-State,Fees,Tuition
3026,2020.0,Nevada,4-year,11964.0,Public,In-State,Room,Board
3027,2020.0,Nevada,4-year,21678.0,Public,Out-of-State,Fees,Tuition
3028,2020.0,Nevada,4-year,11964.0,Public,Out-of-State,Room,Board
3029,2020.0,New Hampshire,4-year,33446.0,Private,,Fees,Tuition
3030,2020.0,New Hampshire,4-year,14070.0,Private,,,Board
3031,2020.0,New Hampshire,2-year,7130.0,Public,In-State,Fees,Tuition
3032,2020.0,New Hampshire,4-year,16679.0,Public,In-State,Fees,Tuition
3033,2020.0,New Hampshire,4-year,12055.0,Public,In-State,Room,Board
3034,2020.0,New Hampshire,2-year,15335.0,Public,Out-of-State,Fees,Tuition
3035,2020.0,New Hampshire,4-year,30594.0,Public,Out-of-State,Fees,Tuition
3036,9999.0,New Hampshire,4-year,12055.0,Public,Out-of-State,,Board
3037,2020.0,New Jersey,4-year,38652.0,Private,,Fees,Tuition
3038,2020.0,New Jersey,4-year,9999999.0,Private,,Room,Board
3039,,,,,,,,
3040,2020.0,New Jersey,4-year,14360.0,Public,In-State,,Tuition
3041,2020.0,New Jersey,4-year,14012.0,Public,In-State,Room,Board
3042,2020.0,New Jersey,2-year,8092.0,Public,Out-of-State,Fees,Tuition
3043,2020.0,New Jersey,4-year,29435.0,Public,Out-of-State,Fees,Tuition
3044,2020.0,New Jersey,4-year,14012.0,Public,Out-of-State,Room,Board
3045,2020.0,New Mexico,4-year,25363.0,Private,,Fees,Tuition
3046,2020.0,New Mexico,4-year,11599.0,Private,,Room,Board
3047,2020.0,New Mexico,2-year,1724.0,Public,In-State,Fees,Tuition
3048,2020.0,New Mexico,4-year,9999999.0,Public,In-State,Fees,Tuition
3049,2020.0,New Mexico,4-year,9041.0,Public,In-State,Room,Board
3050,,,,,,,,
3051,,,,,,,,
3052,2020.0,New Mexico,4-year,9041.0,Public,Out-of-State,Room,Board
3053,2020.0,New York,4-year,41404.0,Private,,Fees,Tuition
3054,2020.0,New York,4-year,15554.0,Private,,Room,Board
3055,,,,,,,,
3056,2020.0,New York,4-year,8467.0,Public,In-State,Fees,Tuition
3057,2020.0,New York,4-year,15408.0,Public,In-State,Room,Board
3058,2020.0,New York,2-year,9228.0,Public,Out-of-State,Fees,Tuition
3059,2020.0,New York,4-year,22669.0,Public,Out-of-State,Fees,Tuition
3060,2020.0,New York,4-year,15408.0,Public,Out-of-State,Room,Board
3061,2020.0,North Carolina,4-year,35379.0,Private,,Fees,Tuition
3062,2020.0,North Carolina,4-year,12628.0,Private,,,Board
3063,2020.0,North Carolina,2-year,2494.0,Public,In-State,Fees,Tuition
3064,2020.0,North Carolina,4-year,7228.0,Public,In-State,Fees,Tuition
3065,2020.0,North Carolina,4-year,10342.0,Public,In-State,Room,Board
3066,2020.0,North Carolina,2-year,8658.0,Public,Out-of-State,,Tuition
3067,2020.0,North Carolina,4-year,23357.0,Public,Out-of-State,Fees,Tuition
3068,2020.0,North Carolina,4-year,10342.0,Public,Out-of-State,,Board
3069,2020.0,North Dakota,4-year,15732.0,Private,,Fees,Tuition
3070,2020.0,North Dakota,4-year,7971.0,Private,,Room,Board
3071,2020.0,North Dakota,2-year,5073.0,Public,In-State,Fees,Tuition
3072,2020.0,North Dakota,4-year,8628.0,Public,In-State,Fees,Tuition
3073,2020.0,North Dakota,4-year,8821.0,Public,In-State,Room,Board
3074,,,,,,,,
3075,2020.0,North Dakota,4-year,9999999.0,Public,Out-of-State,,Tuition
3076,2020.0,North Dakota,4-year,8821.0,Public,Out-of-State,Room,Board
3077,,,,,,,,
3078,2020.0,Ohio,4-year,11861.0,Private,,Room,Board
3079,2020.0,Ohio,2-year,4330.0,Public,In-State,Fees,Tuition
3080,2020.0,Ohio,4-year,9902.0,Public,In-State,Fees,Tuition
3081,2020.0,Ohio,4-year,12486.0,Public,In-State,Room,Board
3082,2020.0,Ohio,2-year,7528.0,Public,Out-of-State,,Tuition
3083,2020.0,Ohio,4-year,24830.0,Public,Out-of-State,Fees,Tuition
3084,2020.0,Ohio,4-year,12486.0,Public,Out-of-State,Room,Board
3085,2020.0,Oklahoma,4-year,9999999.0,Private,,Fees,Tuition
3086,,,,,,,,
3087,2020.0,Oklahoma,2-year,4150.0,Public,In-State,Fees,Tuition
3088,2020.0,Oklahoma,4-year,8009.0,Public,In-State,Fees,Tuition
3089,2020.0,Oklahoma,4-year,8950.0,Public,In-State,Room,Board
3090,2020.0,Oklahoma,2-year,9484.0,Public,Out-of-State,Fees,Tuition
3091,2020.0,Oklahoma,4-year,21695.0,Public,Out-of-State,Fees,Tuition
3092,2020.0,Oklahoma,4-year,8950.0,Public,Out-of-State,Room,Board
3093,2020.0,Oregon,4-year,42202.0,Private,,,Tuition
3094,2020.0,Oregon,4-year,12931.0,Private,,Room,Board
3095,2020.0,Oregon,2-year,4881.0,Public,In-State,Fees,Tuition
3096,2020.0,Oregon,4-year,10813.0,Public,In-State,Fees,Tuition
3097,2020.0,Oregon,4-year,12769.0,Public,In-State,Room,Board
3098,2020.0,Oregon,2-year,8640.0,Public,Out-of-State,Fees,Tuition
3099,2020.0,Oregon,4-year,32068.0,Public,Out-of-State,Fees,Tuition
3100,2020.0,Oregon,4-year,12769.0,Public,Out-of-State,Room,Board
3101,,,,,,,,
3102,2020.0,Pennsylvania,4-year,13945.0,Private,,Room,Board
3103,2020.0,Pennsylvania,2-year,5348.0,Public,In-State,Fees,Tuition
3104,2020.0,Pennsylvania,4-year,15565.0,Public,In-State,Fees,Tuition
3105,,,,,,,,
3106,2020.0,Pennsylvania,2-year,13480.0,Public,Out-of-State,Fees,Tuition
3107,2020.0,Pennsylvania,4-year,30222.0,Public,Out-of-State,,Tuition
3108,2020.0,Pennsylvania,4-year,9999999.0,Public,Out-of-State,Room,Board
3109,2020.0,Rhode Island,4-year,43919.0,Private,,,Tuition
3110,2020.0,Rhode Island,4-year,15402.0,Private,,Room,Board
3111,2020.0,Rhode Island,2-year,4700.0,Public,In-State,Fees,Tuition
3112,,,,,,,,
3113,2020.0,Rhode Island,4-year,12487.0,Public,In-State,Room,Board
3114,2020.0,Rhode Island,2-year,12544.0,Public,Out-of-State,Fees,Tuition
3115,2020.0,Rhode Island,4-year,30871.0,Public,Out-of-State,Fees,Tuition
3116,2020.0,Rhode Island,4-year,12487.0,Public,Out-of-State,Room,Board
3117,,,,,,,,
3118,2020.0,SC,4-year,9965.0,Private,,Room,Board
3119,2020.0,SC,2-year,4916.0,Public,In-State,Fees,Tuition
3120,2020.0,SC,4-year,12497.0,Public,In-State,Fees,Tuition
3121,2020.0,SC,4-year,10293.0,Public,In-State,Room,Board
3122,2020.0,SC,2-year,10206.0,Public,Out-of-State,,Tuition
3123,2020.0,SC,4-year,32853.0,Public,Out-of-State,Fees,Tuition
3124,2020.0,SC,4-year,10293.0,Public,Out-of-State,Room,Board
3125,2020.0,South Dakota,4-year,25353.0,Private,,Fees,Tuition
3126,2020.0,South Dakota,4-year,8253.0,Private,,Room,Board
3127,,,,,,,,
3128,2020.0,South Dakota,4-year,8978.0,Public,In-State,Fees,Tuition
3129,2020.0,South Dakota,4-year,8320.0,Public,In-State,Room,Board
3130,2020.0,South Dakota,2-year,6043.0,Public,Out-of-State,Fees,Tuition
3131,,,,,,,,
3132,2020.0,South Dakota,4-year,8320.0,Public,Out-of-State,Room,Board
3133,2020.0,Tennessee,4-year,29200.0,Private,,Fees,Tuition
3134,2020.0,Tennessee,4-year,10838.0,Private,,Room,Board
3135,9999.0,Tennessee,2-year,4379.0,Public,In-State,Fees,Tuition
3136,,,,,,,,
3137,2020.0,Tennessee,4-year,10196.0,Public,In-State,Room,Board
3138,2020.0,Tennessee,2-year,16937.0,Public,Out-of-State,Fees,Tuition
3139,2020.0,Tennessee,4-year,24786.0,Public,Out-of-State,Fees,Tuition
3140,2020.0,Tennessee,4-year,10196.0,Public,Out-of-State,Room,Board
3141,2020.0,Texas,4-year,36014.0,Private,,,Tuition
3142,2020.0,Texas,4-year,12017.0,Private,,Room,Board
3143,2020.0,Texas,2-year,2380.0,Public,In-State,Fees,Tuition
3144,2020.0,Texas,4-year,8598.0,Public,In-State,Fees,Tuition
3145,,,,,,,,
3146,2020.0,Texas,2-year,6373.0,Public,Out-of-State,,Tuition
3147,2020.0,Texas,4-year,9999999.0,Public,Out-of-State,Fees,Tuition
3148,2020.0,Texas,4-year,10113.0,Public,Out-of-State,Room,Board
3149,2020.0,UT,4-year,7600.0,Private,,Fees,Tuition
3150,,,,,,,,
3151,2020.0,UT,2-year,3929.0,Public,In-State,Fees,Tuition
3152,2020.0,UT,4-year,6700.0,Public,In-State,Fees,Tuition
3153,2020.0,UT,4-year,7919.0,Public,In-State,Room,Board
3154,2020.0,UT,2-year,12460.0,Public,Out-of-State,Fees,Tuition
3155,2020.0,UT,4-year,21273.0,Public,Out-of-State,Fees,Tuition
3156,2020.0,UT,4-year,7919.0,Public,Out-of-State,Room,Board
3157,2020.0,VT,4-year,46445.0,Private,,Fees,Tuition
3158,2020.0,VT,4-year,14576.0,Private,,Room,Board
3159,2020.0,VT,2-year,6654.0,Public,In-State,Fees,Tuition
3160,2020.0,VT,4-year,17083.0,Public,In-State,,Tuition
3161,2020.0,VT,4-year,12582.0,Public,In-State,,Board
3162,2020.0,VT,2-year,13398.0,Public,Out-of-State,Fees,Tuition
3163,2020.0,VT,4-year,9999999.0,Public,Out-of-State,Fees,Tuition
3164,2020.0,VT,4-year,12582.0,Public,Out-of-State,Room,Board
3165,2020.0,Virginia,4-year,23493.0,Private,,Fees,Tuition
3166,2020.0,Virginia,4-year,11255.0,Private,,Room,Board
3167,2020.0,Virginia,2-year,5237.0,Public,In-State,Fees,Tuition
3168,9999.0,Virginia,4-year,13655.0,Public,In-State,Fees,Tuition
3169,2020.0,Virginia,4-year,11419.0,Public,In-State,Room,Board
3170,2020.0,Virginia,2-year,11529.0,Public,Out-of-State,Fees,Tuition
3171,2020.0,Virginia,4-year,35831.0,Public,Out-of-State,Fees,Tuition
3172,,,,,,,,
3173,2020.0,WA,4-year,39791.0,Private,,Fees,Tuition
3174,2020.0,WA,4-year,12541.0,Private,,Room,Board
3175,2020.0,WA,2-year,4468.0,Public,In-State,Fees,Tuition
3176,2020.0,WA,4-year,7168.0,Public,In-State,Fees,Tuition
3177,2020.0,WA,4-year,12678.0,Public,In-State,Room,Board
3178,2020.0,WA,2-year,6500.0,Public,Out-of-State,Fees,Tuition
3179,2020.0,WA,4-year,30154.0,Public,Out-of-State,,Tuition
3180,2020.0,WA,4-year,12678.0,Public,Out-of-State,Room,Board
3181,,,,,,,,
3182,2020.0,West Virginia,4-year,9773.0,Private,,Room,Board
3183,2020.0,West Virginia,2-year,4344.0,Public,In-State,Fees,Tuition
3184,9999.0,West Virginia,4-year,8195.0,Public,In-State,,Tuition
3185,2020.0,West Virginia,4-year,10839.0,Public,In-State,Room,Board
3186,,,,,,,,
3187,2020.0,West Virginia,4-year,22242.0,Public,Out-of-State,Fees,Tuition
3188,2020.0,West Virginia,4-year,10839.0,Public,Out-of-State,Room,Board
3189,2020.0,Wisconsin,4-year,35554.0,Private,,Fees,Tuition
3190,2020.0,Wisconsin,4-year,11244.0,Private,,Room,Board
3191,2020.0,Wisconsin,2-year,4476.0,Public,In-State,Fees,Tuition
3192,2020.0,Wisconsin,4-year,8764.0,Public,In-State,Fees,Tuition
3193,2020.0,Wisconsin,4-year,9020.0,Public,In-State,Room,Board
3194,2020.0,Wisconsin,2-year,9999999.0,Public,Out-of-State,Fees,Tuition
3195,2020.0,Wisconsin,4-year,25522.0,Public,Out-of-State,Fees,Tuition
3196,2020.0,Wisconsin,4-year,9020.0,Public,Out-of-State,Room,Board
3197,2020.0,Wyoming,2-year,4136.0,Public,In-State,Fees,Tuition
3198,,,,,,,,
3199,2020.0,Wyoming,4-year,10154.0,Public,In-State,Room,Board
3200,2020.0,Wyoming,2-year,10101.0,Public,Out-of-State,,Tuition
3201,2020.0,Wyoming,4-year,14803.0,Public,Out-of-State,Fees,Tuition
3202,,,,,,,,
3203,2021.0,Alabama,4-year,17354.0,Private,,Fees,Tuition
3204,2021.0,Alabama,4-year,10613.0,Private,,Room,Board
3205,,,,,,,,
3206,2021.0,Alabama,4-year,10376.0,Public,In-State,Room,Board
3207,2021.0,Alabama,2-year,10082.0,Public,Out-of-State,Fees,Tuition
3208,,,,,,,,
3209,2021.0,Alabama,4-year,10376.0,Public,Out-of-State,Room,Board
3210,2021.0,Alaska,4-year,19575.0,Private,,Fees,Tuition
3211,2021.0,Alaska,4-year,8787.0,Private,,Room,Board
3212,2021.0,Alaska,4-year,13336.0,Public,In-State,Room,Board
3213,2021.0,Alaska,4-year,25535.0,Public,Out-of-State,Fees,Tuition
3214,2021.0,Alaska,4-year,13336.0,Public,Out-of-State,Room,Board
3215,2021.0,Arizona,4-year,13108.0,Private,,Fees,Tuition
3216,2021.0,Arizona,4-year,9754.0,Private,,Room,Board
3217,2021.0,Arizona,2-year,2160.0,Public,In-State,Fees,Tuition
3218,2021.0,Arizona,4-year,13272.0,Public,In-State,Room,Board
3219,2021.0,Arizona,2-year,6927.0,Public,Out-of-State,Fees,Tuition
3220,2021.0,Arizona,4-year,25426.0,Public,Out-of-State,Fees,Tuition
3221,2021.0,Arizona,4-year,13272.0,Public,Out-of-State,Room,Board
3222,2021.0,AR,4-year,24998.0,Private,,Fees,Tuition
3223,9999.0,AR,4-year,8616.0,Private,,Room,Board
3224,2021.0,AR,2-year,3484.0,Public,In-State,Fees,Tuition
3225,2021.0,AR,4-year,9794.0,Public,In-State,Room,Board
3226,,,,,,,,
3227,2021.0,AR,4-year,21598.0,Public,Out-of-State,Fees,Tuition
3228,2021.0,AR,4-year,9794.0,Public,Out-of-State,Room,Board
3229,2021.0,California,4-year,38477.0,Private,,Fees,Tuition
3230,2021.0,California,4-year,15203.0,Private,,Room,Board
3231,,,,,,,,
3232,2021.0,California,4-year,15614.0,Public,In-State,Room,Board
3233,2021.0,California,2-year,8491.0,Public,Out-of-State,Fees,Tuition
3234,2021.0,California,4-year,34398.0,Public,Out-of-State,Fees,Tuition
3235,2021.0,California,4-year,15614.0,Public,Out-of-State,Room,Board
3236,9999.0,Colorado,4-year,23128.0,Private,,Fees,Tuition
3237,2021.0,Colorado,4-year,13750.0,Private,,Room,Board
3238,2021.0,Colorado,2-year,3468.0,Public,In-State,Fees,Tuition
3239,2021.0,Colorado,4-year,13019.0,Public,In-State,Room,Board
3240,9999.0,Colorado,2-year,8889.0,Public,Out-of-State,Fees,Tuition
3241,2021.0,Colorado,4-year,30930.0,Public,Out-of-State,Fees,Tuition
3242,,,,,,,,
3243,2021.0,Connecticut,4-year,43013.0,Private,,,Tuition
3244,9999.0,Connecticut,4-year,15694.0,Private,,Room,Board
3245,2021.0,Connecticut,2-year,4522.0,Public,In-State,,Tuition
3246,2021.0,Connecticut,4-year,13938.0,Public,In-State,Room,Board
3247,2021.0,Connecticut,2-year,13483.0,Public,Out-of-State,,Tuition
3248,2021.0,Connecticut,4-year,36881.0,Public,Out-of-State,Fees,Tuition
3249,2021.0,Connecticut,4-year,13938.0,Public,Out-of-State,Room,Board
3250,9999.0,Delaware,4-year,14501.0,Private,,Fees,Tuition
3251,2021.0,Delaware,4-year,11242.0,Private,,Room,Board
3252,2021.0,Delaware,4-year,13518.0,Public,In-State,Room,Board
3253,2021.0,Delaware,4-year,31809.0,Public,Out-of-State,Fees,Tuition
3254,,,,,,,,
3255,2021.0,District of Columbia,4-year,44692.0,Private,,Fees,Tuition
3256,2021.0,District of Columbia,4-year,17220.0,Private,,Room,Board
3257,2021.0,District of Columbia,4-year,13004.0,Public,Out-of-State,Fees,Tuition
3258,,,,,,,,
3259,2021.0,Florida,4-year,12983.0,Private,,Room,Board
3260,2021.0,Florida,2-year,2506.0,Public,In-State,Fees,Tuition
3261,9999.0,Florida,4-year,11003.0,Public,In-State,Room,Board
3262,2021.0,Florida,2-year,9111.0,Public,Out-of-State,Fees,Tuition
3263,2021.0,Florida,4-year,18322.0,Public,Out-of-State,Fees,Tuition
3264,2021.0,Florida,4-year,11003.0,Public,Out-of-State,Room,Board
3265,2021.0,Georgia,4-year,30380.0,Private,,Fees,Tuition
3266,2021.0,Georgia,4-year,13247.0,Private,,Room,Board
3267,2021.0,Georgia,2-year,3169.0,Public,In-State,Fees,Tuition
3268,,,,,,,,
3269,2021.0,Georgia,2-year,8535.0,Public,Out-of-State,Fees,Tuition
3270,2021.0,Georgia,4-year,23430.0,Public,Out-of-State,,Tuition
3271,,,,,,,,
3272,,,,,,,,
3273,2021.0,Hawaii,4-year,13852.0,Private,,Room,Board
3274,,,,,,,,
3275,2021.0,Hawaii,4-year,11815.0,Public,In-State,,Board
3276,2021.0,Hawaii,2-year,8378.0,Public,Out-of-State,Fees,Tuition
3277,2021.0,Hawaii,4-year,32043.0,Public,Out-of-State,Fees,Tuition
3278,2021.0,Hawaii,4-year,11815.0,Public,Out-of-State,Room,Board
3279,2021.0,Idaho,4-year,6452.0,Private,,Fees,Tuition
3280,2021.0,Idaho,4-year,8728.0,Private,,Room,Board
3281,2021.0,Idaho,2-year,3332.0,Public,In-State,Fees,Tuition
3282,2021.0,Idaho,4-year,9036.0,Public,In-State,Room,Board
3283,2021.0,Idaho,2-year,8235.0,Public,Out-of-State,Fees,Tuition
3284,2021.0,Idaho,4-year,24700.0,Public,Out-of-State,Fees,Tuition
3285,2021.0,Idaho,4-year,9036.0,Public,Out-of-State,Room,Board
3286,2021.0,Illinois,4-year,35894.0,Private,,Fees,Tuition
3287,2021.0,Illinois,4-year,13889.0,Private,,Room,Board
3288,2021.0,Illinois,2-year,4180.0,Public,In-State,Fees,Tuition
3289,2021.0,Illinois,4-year,11673.0,Public,In-State,Room,Board
3290,2021.0,Illinois,2-year,11166.0,Public,Out-of-State,Fees,Tuition
3291,2021.0,Illinois,4-year,28660.0,Public,Out-of-State,Fees,Tuition
3292,2021.0,Illinois,4-year,11673.0,Public,Out-of-State,,Board
3293,2021.0,Indiana,4-year,35447.0,Private,,,Tuition
3294,2021.0,Indiana,4-year,12764.0,Private,,Room,Board
3295,2021.0,Indiana,2-year,4637.0,Public,In-State,Fees,Tuition
3296,2021.0,Indiana,4-year,10915.0,Public,In-State,Room,Board
3297,2021.0,Indiana,2-year,8927.0,Public,Out-of-State,Fees,Tuition
3298,2021.0,Indiana,4-year,28972.0,Public,Out-of-State,Fees,Tuition
3299,,,,,,,,
3300,2021.0,Iowa,4-year,35224.0,Private,,,Tuition
3301,2021.0,Iowa,4-year,10158.0,Private,,,Board
3302,2021.0,Iowa,2-year,5411.0,Public,In-State,Fees,Tuition
3303,2021.0,Iowa,4-year,10416.0,Public,In-State,Room,Board
3304,2021.0,Iowa,2-year,6844.0,Public,Out-of-State,Fees,Tuition
3305,2021.0,Iowa,4-year,27684.0,Public,Out-of-State,,Tuition
3306,2021.0,Iowa,4-year,10416.0,Public,Out-of-State,Room,Board
3307,,,,,,,,
3308,9999.0,Kansas,4-year,9816.0,Private,,Room,Board
3309,2021.0,Kansas,2-year,3648.0,Public,In-State,Fees,Tuition
3310,2021.0,Kansas,4-year,10001.0,Public,In-State,Room,Board
3311,9999.0,Kansas,2-year,9999999.0,Public,Out-of-State,Fees,Tuition
3312,2021.0,Kansas,4-year,23945.0,Public,Out-of-State,Fees,Tuition
3313,2021.0,Kansas,4-year,10001.0,Public,Out-of-State,,Board
3314,2021.0,Kentucky,4-year,26996.0,Private,,Fees,Tuition
3315,2021.0,Kentucky,4-year,9279.0,Private,,Room,Board
3316,2021.0,Kentucky,2-year,9999999.0,Public,In-State,Fees,Tuition
3317,2021.0,Kentucky,4-year,11342.0,Public,In-State,Room,Board
3318,2021.0,Kentucky,2-year,15262.0,Public,Out-of-State,Fees,Tuition
3319,2021.0,Kentucky,4-year,25049.0,Public,Out-of-State,,Tuition
3320,9999.0,Kentucky,4-year,11342.0,Public,Out-of-State,Room,Board
3321,2021.0,Louisiana,4-year,41393.0,Private,,Fees,Tuition
3322,2021.0,Louisiana,4-year,14133.0,Private,,Room,Board
3323,,,,,,,,
3324,2021.0,Louisiana,4-year,10389.0,Public,In-State,Room,Board
3325,2021.0,Louisiana,2-year,6770.0,Public,Out-of-State,Fees,Tuition
3326,2021.0,Louisiana,4-year,23333.0,Public,Out-of-State,,Tuition
3327,2021.0,Louisiana,4-year,10389.0,Public,Out-of-State,Room,Board
3328,9999.0,Maine,4-year,40007.0,Private,,Fees,Tuition
3329,2021.0,Maine,4-year,13948.0,Private,,Room,Board
3330,2021.0,Maine,2-year,3857.0,Public,In-State,Fees,Tuition
3331,2021.0,Maine,4-year,10300.0,Public,In-State,Room,Board
3332,2021.0,Maine,2-year,6746.0,Public,Out-of-State,Fees,Tuition
3333,2021.0,Maine,4-year,29061.0,Public,Out-of-State,Fees,Tuition
3334,2021.0,Maine,4-year,10300.0,Public,Out-of-State,Room,Board
3335,9999.0,Maryland,4-year,44356.0,Private,,Fees,Tuition
3336,,,,,,,,
3337,2021.0,Maryland,2-year,4369.0,Public,In-State,Fees,Tuition
3338,2021.0,Maryland,4-year,12979.0,Public,In-State,Room,Board
3339,,,,,,,,
3340,,,,,,,,
3341,2021.0,Maryland,4-year,12979.0,Public,Out-of-State,Room,Board
3342,2021.0,Massachusetts,4-year,49152.0,Private,,Fees,Tuition
3343,2021.0,Massachusetts,4-year,16631.0,Private,,,Board
3344,2021.0,Massachusetts,2-year,5529.0,Public,In-State,Fees,Tuition
3345,2021.0,Massachusetts,4-year,14378.0,Public,In-State,Room,Board
3346,2021.0,Massachusetts,2-year,10680.0,Public,Out-of-State,,Tuition
3347,2021.0,Massachusetts,4-year,32019.0,Public,Out-of-State,Fees,Tuition
3348,2021.0,Massachusetts,4-year,14378.0,Public,Out-of-State,Room,Board
3349,2021.0,Michigan,4-year,31055.0,Private,,Fees,Tuition
3350,,,,,,,,
3351,2021.0,Michigan,2-year,3756.0,Public,In-State,Fees,Tuition
